country,country_code,product,product_code,quantity
Italy,IT,"Copper wire (excl. surgical sutures, stranded wire, cables, plaited bands and the like and other articles of heading 7413, electrically insulated wires and strings for musical instruments)",7408.0,400348509
Netherlands,NL,"Chemical preparations for photographic uses (excl. varnishes, glues, adhesives and similar preparations); unmixed products for photographic uses, in measured doses or put up for retail sale ready for use (excl. salts, precious-metal compounds and products of heading 2843 to 2846)",3707.0,399658234
Spain,ES,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera and other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excl. yeasts) and similar products",3002.0,399541968
Netherlands,NL,"Soya-bean oil and its fractions, whether or not refined (excl. chemically modified)",1507.0,399209627
France,FR,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing cocoa or containing < 40% by weight of cocoa calculated on a totally defatted basis, n.e.s.; food preparations of milk, cream, butter milk, sour milk, sour cream, whey, yogurt, kephir, and similar goods of head",1901.0,398943907
Irish Republic,IE,"Video game consoles and machines, articles for funfair, table or parlour games, incl. pintables, billiards, special tables for casino games and automatic bowling alley equipment",9504.0,398859212
Germany,DE,Beer made from malt,2203.0,398372140
France,FR,,,397938364
Lithuania,LT,"Furniture and parts thereof, n.e.s. (excl. seats and medical, surgical, dental or veterinary furniture)",9403.0,397539831
Belgium,BE,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, handbags, shopping-bags, wallets,",4202.0,397032597
Irish Republic,IE,"Milk and cream, not concentrated nor containing added sugar or other sweetening matter",401.0,396241056
Netherlands,NL,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, handbags, shopping-bags, wallets,",4202.0,396137666
Netherlands,NL,"Taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, incl. pressure-reducing valves and thermostatically controlled valves; parts thereof",8481.0,395429754
France,FR,"Other sugars, incl. chemically pure lactose, maltose, glucose and fructose, in solid form; sugar syrups not containing added flavouring or colouring matter; artificial honey, whether or not mixed with natural honey; caramel",1702.0,395250905
Italy,IT,"Olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical or other physical means under conditions that do not lead to deterioration of the oil, whether or not refined, but not chemically modified",1509.0,393985348
Germany,DE,"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (excl. knitted or crocheted, wind-jackets and similar articles, separate waistcoats, tracksuits, ski suits and swimwear)",6203.0,393525883
Germany,DE,"Tubes, pipes and hoses, of vulcanised rubber other than hard rubber, with or without their fittings, e.g. joints, elbows, flanges",4009.0,393233878
Netherlands,NL,"Apples, pears and quinces, fresh",808.0,392930937
France,FR,"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly combined with other materials, or of cellular plastic, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhesive products, floor, wall and ceiling coverings of heading 39",3921.0,392754274
France,FR,"Parts and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of heading 8469 to 8472, n.e.s.",8473.0,390859433
Italy,IT,Tractors (other than tractors of heading 8709),8701.0,389867517
France,FR,"Waters, incl. natural or artificial mineral waters and aerated waters, not containing added sugar, other sweetening matter or flavoured; ice and snow",2201.0,389723201
Sweden,SE,"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic beverages, n.e.s. (excl. beer, wine or fresh grapes, grape must, vermouth and other wine of fresh grapes flavoured with plants or aromatic substances)",2206.0,388829923
Germany,DE,"Bars, rods and profiles, of copper, n.e.s.",7407.0,388464536
Belgium,BE,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced""",7219.0,388405136
Germany,DE,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced""",7219.0,388389424
France,FR,"Articles of stone or of other mineral substances, incl. carbon fibres, articles of carbon fibres and articles of peat, n.e.s.",6815.0,386626457
Belgium,BE,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s.",3926.0,386418086
Spain,ES,Parts suitable for use solely or principally with internal combustion piston engine of heading 8407 or 8408,8409.0,386211990
France,FR,"Shaving preparations, incl. pre-shave and aftershave products, personal deodorants, bath and shower preparations, depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.; prepared room deodorisers, whether or not perfumed or having disinfectant properties",3307.0,386190073
Italy,IT,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not in rolls (excl. floor, wall and ceiling coverings of heading 3918)",3919.0,385726229
Czech Republic,CZ,"Pumps for liquids, whether or not fitted with a measuring device (excl. ceramic pumps and secretion aspirating pumps for medical use and medical pumps carried on or implanted in the body); liquid elevators (excl. pumps); parts thereof",8413.0,384500830
Germany,DE,,,384365569
Spain,ES,"Perfumes and toilet waters (excl. aftershave lotions, personal deodorants and hair lotions)",3303.0,383143319
Germany,DE,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores or other mineral substances, in solid, incl. powder or paste, form; machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened cements, plastering material",8474.0,382211099
Belgium,BE,"Centrifuges, incl. centrifugal dryers (excl. those for isotope separation); filtering or purifying machinery and apparatus, for liquids or gases; parts thereof (excl. artificial kidneys)",8421.0,381705664
Netherlands,NL,"Fruits, nuts and other edible parts of plants, prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit (excl. prepared or preserved with vinegar, preserved with sugar but not laid in syrup, and jams, fruit jellies, marmalades, fruit pur‚e and pastes, obtained by",2008.0,380667394
France,FR,"Acrylic polymers, in primary forms",3906.0,379832092
Denmark,DK,"Electrical transformers, static converters, e.g. rectifiers, and inductors; parts thereof",8504.0,379637947
Germany,DE,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation (excl. sprayers and dusters); lawn or sports-ground rollers; parts thereof",8432.0,378470405
Belgium,BE,"Telephone sets, incl. telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data, incl. apparatus for communication in a wired or wireless network [such as a local or wide area network]; parts thereof (excl. than trans",8517.0,377850608
Poland,PL,"Non-electric razors and razor blades of base metal, incl. razor blade blanks in strips",8212.0,377491969
Spain,ES,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled",703.0,377295213
Netherlands,NL,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified",1512.0,377242577
Germany,DE,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with or without side-cars; side-cars",8711.0,376890751
Italy,IT,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s.",3926.0,376766956
Netherlands,NL,"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials (excl. toy footwear)",6404.0,375754866
France,FR,"Wrist-watches, pocket-watches and other watches, incl. stop-watches (excl. of precious metal or of metal clad with precious metal)",9102.0,375493350
France,FR,"Hydrogen, rare gases and other non-metals",2804.0,374782530
Netherlands,NL,"Meat of bovine animals, fresh or chilled",201.0,374397368
Germany,DE,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing cocoa or containing < 40% by weight of cocoa calculated on a totally defatted basis, n.e.s.; food preparations of milk, cream, butter milk, sour milk, sour cream, whey, yogurt, kephir, and similar goods of head",1901.0,373969177
Romania,RO,"Seats, whether or not convertible into beds, and parts thereof, n.e.s. (excl. medical, surgical, dental or veterinary of heading 9402)",9401.0,373739691
Germany,DE,"Household or laundry-type washing machines, incl. machines which both wash and dry; parts thereof",8450.0,373699803
Slovakia,SK,"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excl. video camera recorders)",8521.0,372366901
Germany,DE,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion",901.0,372033317
Italy,IT,"Sauce and preparations therefor; mixed condiments and mixed seasonings; mustard flour and meal, whether or not prepared, and mustard",2103.0,371773733
Irish Republic,IE,"Electric sound or visual signalling apparatus, e.g. bells, sirens, indicator panels, burglar or fire alarms (excl. those for cycles, motor vehicles and traffic signalling); parts thereof",8531.0,371409948
